Subject,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60
5.11,গোলাপ,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসি,বালতি,করেন,প্রমাণ ,বকুল,নরণ-চরণ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সর্তক,সেবন,ঘটনাটি,এলাকায়,বিবর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবূল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানই,দমক,তেনারা,সৈকত,বাসন,ঘন্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
5.12,গোপাল,কলম,বাক্য,তৎকালীন ,আমার,তামিল,মাথায় ,মকর,তুলসি,বালতি,করনে,প্রমাণ ,বকুল ,নরম,চরকা,তাকালে,ধরণ,আজান,মান্তেয়ে,কদম,নেতারা,সর্থক,সেবান,ঘটনাটি,একলা,বিভারজনা,নীতি,মাতাল,জলপান,অনুমতি,গোপাল,কমল,কাব্য্,কাতোর,আমার,তামিল,মাথায়ে,রকম,শীতল,বাতিল,করনে,প্রণাম,কবূল,মরন,চাকরি,কাতলা,নধর,আজন,নাতানি,দমক,তেনারা,সৈকত,বসন,ঘটনাটি,একলা,বিবরণ,তিনি,তামাল,জলপান,অনুমতি
5.13,গোপাল,কলম,বাক্য,টাকা ,আমার,তালিম,মাহার,মকর,তুলসী ,বালতি,করেন,প্রনাম,বকুল ,নরম,চরকি,ভাকালো,ধরণ,আজনা,মানতেই,কদম,নেতার,সকতো,সেবন,ঘটনাটি,এলাকা,বিপর্ণ,নীতি,মাতাল,জলপান,অনুমতি,গোপাল,কলম,বাক্য,কাতার,আরাম,আমিল,থামায়,রকম,শীতল,বালতি,কনের,প্রণাম,বকুল,মরন,চরকি,কাতলা,নধর,আনাজ,মাতানোই,দমক,তেনারা,সৈকত,ব্যাসন,ঘটনাটি,এলাকা,বিবরণ,তিনি,তামাল,জলপান,অনুমতি
5.14,গোপাল,কোমল,বাক্য,তারকা,আমার,তালিম,মাথায়,মকর,তরী,বালতি,করেন ,প্রথম,বকুল ,নরম,চারকি ,তাকালো,ধরণ,আজন,মানতেই,কদম,নেতারা,সতকি,সতেন,ঘণ্টাখানিক,আলোক,বানি,নীতি,মাতাল,জলপান,অনুমতি,গোপাল,কমল,কাব্য্,কাতার,আরাম,নালিম,থামায়,রকম,শিতকাল,বালিম,করেন,প্রথম,কবূল,মরন,চাকি,কাতলা,নধর,কাজিন,মাতানেই,দমকি,নারা,সতকি,সতেন,ঘণ্টাখানিক,একালা,বিবরণ,তিনি,তামাল,জলপান,অনুমতি
5.15,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসি,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মান,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি,এলাকা,বিবর্ধন,নীতি,মাতাল,জালপনা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম ,কবূল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানোর,ধমক,তেনারা,সৈকত,ব্যাসন,ঘনানটি,একলা,বিবারন,তিনি,তমাল,জলপান,অনুমিত
5.16,গোপাল,কমল,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী ,বালতি,করেন,প্রমাণ,বকুল,নরম,চারকা,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সবেন,ঘটনাটি,এলোকা,বিবরণ,নীতি,মাতাল,জালপনা,অনুমতি,গোপাল,কমল,বাক্য,কাতার,আমরা,তালিম,মাথায়,রকম,শীতল,বাতিল,করেন,প্রমাণ,কবূল,মরন,চারকি,কাতলা,নধর,আজান,মাতানই,দমক,তেনারা,সৈতক,ব্যাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমোল,জলপান,অনুমতি
5.17,গোপাল,কলম,বাক্য,তারকা,আমার,তালিম,মাথায়,মুকুট ,তুলসী,বালতি,কেরেন,প্রামন,বকুল,নরম,চরকি,তাকলে,ধরণ,অনাজ,মনতেয়ে,কদম,নেতার,সতর্ক,সেবন,ঘটনাটি,এলকা,বিপর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কমল,কাব্য্,কাতার,আরাম,অমিল,থামায়,রকম,শীতল,বাতিল,কেনের,প্রণাম ,কবূল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানেই,দমক,তেনারা,সৈ্তক,ব্যাসন,ঘটনাটি,এলাকা,বিপরন,তিনি,তমাল,জলপান,অনুমতি
5.18,গোপাল,কমল,বাক্য,তারকা,আমরা,তামিল,মাথায়,মরক,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরম,আনাজ,মানতেই,কদম,নেতার,সত্য,সেমন,ঘটনাটি,এলাকা,বিপর্ণ,নীতি,মাতাল,জলপান,অনুমতি,গোলাপ,কলম,বাক্য,কাতার,আরাম,তাসিল,থামায়,রকম,শীতল,বাতি,কনের,প্রথম,কিবল,মরন,চারকি,কাতলা,নরধ,আজান,মাতানই,দমন,তেনারা,নিকট,বোঝান,ঘটনাটি,একল,বিপদ,তিনি,তমলা,জলপান,অনুমতি
5.19,গোপাল,কলব,বাক্য,তারকা,আমরা,তালিব,মাথার,মুকুট,তুলসী,বালিতে,করে,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্কে,সেবান,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জল্পনা,অনুমতি,গোলাপ,কলম,কাব্য্,কাতার,আরাম,তালিম,থাকায়ে,রকম,শীতল,বাতিল,কনের,প্রণাম ,কবূল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানি,দমক,তেনারা,সৈকত,বাসন,ঘটনাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
4.1,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাহায়ে,মকল,তুলসী,বলতি,করেন,প্রমাণ,বকুল,নয়ে,চরকি,তাকালো,ধরণ,আনাজ, মানতেই,কদম,নেতারা,সতকল,সেবন,ঘটনাটি,একালাকা,বিবস্ন,নীতি,মাতাল,জালপনা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,মাতিল,থামায়,রকম,শীতল,বাতিল,কন্নের,প্রান্নাম,কবূল,মরদন,ছাকরি,কাতলা,নধর,আধার,মাতান্ত,দমক,তেনারা,সৈকত,বক্সন,ঘন্টাটি,একলা,বিসবরন,তিনি,তমাল,জলপান,অনুমতি
4.10,গোপাল,কমল,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন ,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ, মানতেই, কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জালপনা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম ,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানো,ধমক,তেনারা,সৈকত,বইসন,ঘটনা,একলা,বিবরণ,তিনি,তমাল,জলপান,তনুমিত
4.11,গোপাল,কলম,বাক্য,তরকা,আমরা,তালি,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকলো,ধরণ,আনাজ,মানতেই, কদম,নেতারা,সরতক,সেভেন,ঘটনাটি,এলকা,বিভিন্ন,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কলম,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কানের,প্রমাণ,কবুল,মরন,চাকরি,কাতলা,নদর,আজান,মাতানেই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,ভিভিরন,তিনি,তমাল,জলপান,অনুমতি
4.12,গোপাল,কলম,বাক্য,তারকা,আমরা,আলিম, মাথায়,মকর,তুলসী ,বালতি,করেন,প্রণাম,বকুল,নরম,চরকি,তাকালেই,ধরল, আলাজ,মানতেই, কদম,নেতারা,সরতক, সেবন,ঘটনাটি,এলাকা,কিবর্ণ,নিতা,মাতাল,জল্পনা,অনুমতি,গোলাপ,কমল,বাক্য,কাতার,আরাম,আমিল,খাতায়ে,করম,শীতল,বাতিল,কনের, প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মতলেই,দমক,তেনারা,সৈকরত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি ,তমাল,জলপান,তনুমিত
4.13,গোপাল,কলম,বাক্য,তারকা,আমরা,অলটাইম,মাথায়,মুকুর,তুলসী,বালতি,করেন,প্রণাম,বকুল, নরম,চরিক,তাকলা, ধরণ, আনাজ,মানতেই,কদম ,নেতারা,সরতক,সেবন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গল্প,কমল,বাক্য,কাতার,আরাম,তামিল,থামায়,করম,শীতল,বাতিল,কনের,প্রণাম,কবল,মরন,চাকরি,কাতলা,নসর,আজান,মাতানই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,,বিবরণ,তিনি ,তমাল,জলপান,তনুমিত
4.15,গোপাল,কলম,বাক্য,টাকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরণ-চরণ,চরকি,তাকালো, ধরণ,আনাজ,মানতেই,কদম ,নেতারা,সরতক,সেবন,ঘটনাটি,এলাকা,বেদবর্ণ,নীতি,মাতলা,জল্পনা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,করম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি ,তমাল,জলপান,তনুমিত
4.16,গোপাল,কমল,বাক্য,তারা,আমার,তামিল,মাথায়,মরক,তুলছি,বালতি,করন,মাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,অনাজ,মনাতয়ে,কদম,নেত্রার,সতরিক,সেবন,ঘটনাটি,একলা,বিবর্ণ,নীতি,মাতাল,জলপান,অনুমতি,গোলাপ,কমল,বাক্য,কাতার,আরাম,তামিল,থামায়,করম,শীতল,বাতিল,কনের,প্রণাম,কুবুল,মনের,চাকির,কাতলা,নধের,অজান,মাতানই,ধমক,তেনারা,সৈকত,বসন,,একলা,বিবরণ,তিনি ,তামিল,জলপান,অনুমতি
4.17,গল্প,কলম,বাক্য,তাকরা,আমরা,তালিম,মাথার,মকর,তুলসী,বলতি,করি,প্রণাম,বাকুল,নরম,চারি,তালকোলে,ধান,আজনা,মসতোক,কদম,নেতার,সসতো,সবন,ঘটনা ,সেলাম,বিসতো,নীতি,মাতাল,জলপান,অনুমতি,গসপ,কলম,কব্য,কাতার,আমরা,তামিল,থামি,রকম,শীতল,বিতল,কনুর,প্রণাম,কবুল,মনুর,চাইকন,কাতাল,নিধর,অজানা,মাতনা,ধরম,তারনা,সৈকত,বাসনা,ঘটনা,এসলা,বিরকর,তিন,তমলা,জলপান,অসমত
4.19,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,কোথায়,মকর,তুলসী,বলতি,করেন,প্রণাম,বাকুল,নরম,চরকি,তাকালো,ভরন,আনাজ,মানতেই,কদম,নেতারা,সত্তক,সেবেন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জালপনা,আনুমতি,গোলাপ,কমল,কাব্য্,কাতার,অরাম,তামিল,থামায়,রকম,শীতল,বিতিল,কনের,প্রণাম,কবুল,মরান,চাকরি,কাতাল,নধার,আজান,মাতান,দমক,তেনারা,সৈকত,বাসান,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,আনুমিত
4.2,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মরক,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নমন,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেত্রা,সকত,সেবন,ঘণ্টানি,একলা,,নীতি,মাতাল,জলপান,অনুমতি,গোলাপ,কলম,কাব্য্,তারিক,আমার,তামিল,থামায়,করম,শীতল,বাতিল,করেন,প্রমান,কবুল,মরন,চাকরি,তাকালা,নধর,আজান,মাতানেই,ধমক,তেনারা,সৈকত,বইসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তামাল,জলপান,অনুমতি
4.20,গোপাল,কমল,বাক্য,তারকা,আমরা,তালিম, মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনজ,মানতেই,কদম,নেত্রা,সত্তক,সেবন,ঘটনাটি,এলাকা,বিবর্ণ,নীতি,মাতাল,জলপানা,অনুমতি,গোপাল,কমল,কব্য,কাতার,আরাম,তামিল,থমায়ে,করম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মনর,চরকি,কাতলা,নধর,আজান,মাতান,দমক,তেনারা,সৈকত,বাসন,ঘটতি,একলা,বিবণ,তিনি,তোমার,জলপান,অনুমিত
4.22,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম,চরকি,তাকালো,ধরণ,আনাজ ,মানতেই,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি ,এলাকায়,বিবনিই,নীতি,মাতাল,জালপনা,আনুমতি,গোলাম,কমল,ক্যাব,কাতার,আরাম,তামিল,থমায়ে,রকম,শীতল,বাতিল,কনের,প্রণাম,কইবুল,মরন,চাকরি,কাতলা,নধর,অজান,সাতানেই,দমক,তেনারা,সৈকত,ব্রাসন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
4.23,গোপাল,কলম,বাক্য,তারাকা,আমরা,তাললিপি,মহায়ে,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল ,নরম ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতকর,সেবন,ঘটনাটি ,এলাকায়,বিবণ,নীতি,মাতাল,জলপানা,,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবল,মরন,চারকি,কাতলা,নধর,আজান,মাতনই,দমক,তেনারা,সৈকত,বসন,,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
4.3,গোলাপ,কলম,বাক্য,তরকা,আমরা,তালিম,মিহির,মকর,তুলসী,বলতি,করন,প্রমাণ,বকুল ,নরম ,চরকি,তালে,ধরণ,আজনা,মানতেই,কদম,নেতার,সিতস,বলন,ঘণ্টা,একলা,বারণ,নিতেস,মাতাল,জলপান,আমন,গোলাপ,কলম,বাক্য,তার,আমরা,,থাকাম,করম,শীতল,বাতাল,করণ,প্রমাণ,বলতা,মরন,চুরি,বলতা,নিরদেস,আজনা,মানে,ধমক,তেনার,সিকল,বিশ্বাস,ঘণ্টা,একলা,বারণ,তিনি,তমাল,জলপান,আমার
4.5,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,,তুলসী ,বালতি,করেন,প্রমাণ,বকুল,নরম ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতর্ক,সেবন,ঘটনাটি ,এলাকা,বিবণ,নীতি,মাতাল,জলপান,অনুমতি,গোপাল,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানই,ধমক,তেনারা,সৈকত,বাসন,,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমিত
4.6,গোপাল,কলম,বাক্য,তরকা,আমরা,তালিম, মাথায়,মকর,তুলসী,বালতি,করেন,প্রণাম,বকুল,নরম ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সতকর,সেবন,ঘটনাটি ,এলাকা,,নীতি,মাতালা,জলপানা,অনুমতি,গোপাল,কলম,কাব্য্,কাতার,আমার,আমিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবল,মরন,চরকি,কাতলা,নধর,আজন,মাতনই,দকান,তেনারা,সৈকত,বাসন,ঘণ্টি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমতি
4.7,গোপাল,কলম,বাক্য,তরকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরণ ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সরথক,সেবন,ঘটনাটি,এলাকা,বিভণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,কবুল,মরন,চাকরি,কাতলা,নধর,আজান,মাতানই,দমক,তেনারা,সেকত,বসমন,ঘণ্টাটি,একলা,বিবরণ,তিনি,তমাল,জলপান,অনুমতি
4.8,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মায়া,মকর,তুলসী,বালতি,করন,,বকুল,করম,চরকি,তাকালো,ধরণ,,মানতেই,কদম,নেতারা,,সেবন,,এলাকা,,নীতি,মাতাল,জলপান,অনুমতি,গল্প,কলম,কাব্য্,কাতার,আরাম,তামিল,,রকম,শীতল,বাতিল,কনের,প্রণাম,,মরন,,কাতলা,,অজান,মাতানেই,নমক,তেনারা,,,,একলা,,তিনি,তমাল,জলপান,অনুমতি
4.9,গোপাল,কলম,বাক্য,তারকা,আমরা,তালিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম ,চরকি,তাকালো,ধরণ,আনাজ,মানতেই,কদম,নেতরা,সতর্ক,সেবান,ঘটনাটি,অলাকা,বিবর্ণ,নীতি,মাতাল,জলপান,আনুমাতি,গোপাল,কলম,বাক্য,কাতার,আমরা,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,প্রণাম,বাকুল,নরম,চরকি,কাতাল,ধরণ,আজান,মাতান,দামক,তেনার,সৈকত,বামন,গণনাটি,একলা,বিবরাণ,তিনি,আমাল,জলপান,অনুমতি
3.10,গোলাপ,কমল,বাক্য,তারকা,আমরা,তালিম,মাথায়,মুকুর,তুলসী,বালতি,করেন,প্রমাণ,বকুল,নরম ,চরকি,তাকলো,ধরণ,আনাজ,মানতেই,কদম,নেতারা,সত্তক,সেবান,ঘটনিটি,একালা,বিবণ,নীতি,মাতাল,জলপানা,অনুমতি,গোলাপ,কমল,কাব্য্,কাতার,আমরা,তমিল,মাথায়ে,রকম,শীতল,বাতিল,কনের,প্রাণাম,কবুল,মরন,চাকরি,তাকলা,নধর,আজনা,মাতানেই,দমক,তেনারা,সেকত,বসন,ঘাটি,একলা,বিবরণ,তিনি,তমল,জলপান,অনুমতি
3.11,গোপাল ,কলম,বাক্য,তরকা,আমরা,তারিম,মাথায়,মকর,তুলসী,বালতি,করেন,প্রণাম,বকুল,নরম ,চরকি,তাকালো,ধরণ,আনাজ,মানতে,কদম,নেতারা,সতরক,সেবন,ঘটনাটি,এলাকা,বিবিণ,নীতি,মাতাল,জলপানা,আনুমতি,গোপাল,কমল,কব্য,কাতার,আরাম,তামিল,থামায়,রকম,শীতল,বাতিল,কনের,পণাম,কবুল,মরন,চাকরি,কতলা,নসর,আজান,মাতানই,দমক,তেনারা,সৈকত,বাসন,ঘণ্টি,একলা,বিভিরর্ণ,তিনি,তমলা,জলপান,অনুমিতি
